Codigo,Descripcion,MOTO,Marca,Precio,Existencia
1156-911203,COMPLEMENTO DE CUBIERTA FRONTAL IZQUIERDA,SURFER 2011-2018,KURAZAI, 43.00 ,3
0540-911203,COMPLEMENTO DE SALPICADERA TRASERA INFERIOR,SURFER 2011-2018,KURAZAI, 160.00 ,4
0257-911203,COMPLEMENTO SALPICADERA DELANTERA,SURFER 2011-2018,KURAZAI, 160.00 ,49
0162-440700,CONTRA FLECHA,SURFER 2011-2018,KURAZAI, 266.00 ,25
0237-110700,CONTRA TUERCA DE YUGO,SURFER 2011-2018,KURAZAI, 40.00 ,0
0230-911203,CUADRO/CHASIS,SURFER 2011-2018,KURAZAI,3812,0
0020-911203,CUBIERTA CENTRAL DE ASIENTO,SURFER 2011-2018,KURAZAI, 160.00 ,0
0118-500800,CUBIERTA DERECHA DEL CARTER MOTOR,SURFER 2011-2018,KURAZAI, 798.00 ,3
0009-911202,CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 778.00 ,0
0009-911210,CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 749.00 ,1
0009-911716,CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 834.00 ,7
0009-911720,CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 826.00 ,4
0006-911203,CUBIERTA FRONTAL DE MANUBRIO,SURFER 2011-2018,KURAZAI, 263.00 ,0
0006-911210,CUBIERTA FRONTAL DE MANUBRIO,SURFER 2011-2018,KURAZAI, 532.00 ,11
0006-911729,CUBIERTA FRONTAL DE MANUBRIO,SURFER 2011-2018,KURAZAI, 428.00 ,14
0006-911701,CUBIERTA FRONTAL DE MANUBRIO,SURFER 2011-2018,KURAZAI, 428.00 ,28
0270-911203,CUBIERTA FRONTAL INFERIOR,SURFER 2011-2018,KURAZAI, 635.00 ,1
0037-500803,CUBIERTA INFERIOR DE ENFRIAMIENTO,SURFER 2011-2018,KURAZAI, 107.00 ,0
0036-440703,CUBIERTA INFERIOR DE ENFRIAMIENTO,SURFER 2011-2018,KURAZAI, 64.00 ,6
0045-911203,CUBIERTA INFERIOR DE PISO,SURFER 2011-2018,KURAZAI, 160.00 ,27
0024-911202,CUBIERTA LATERAL DE ESTRIBO DERECHO,SURFER 2011-2018,KURAZAI, 321.00 ,0
0024-911210,CUBIERTA LATERAL DE ESTRIBO DERECHO,SURFER 2011-2018,KURAZAI, 321.00 ,0
0024-911703,CUBIERTA LATERAL DE ESTRIBO DERECHO,SURFER 2011-2018,KURAZAI, 321.00 ,0
0023-911202,CUBIERTA LATERAL DE ESTRIBO IZQUIERDO,SURFER 2011-2018,KURAZAI, 321.00 ,0
0023-911210,CUBIERTA LATERAL DE ESTRIBO IZQUIERDO,SURFER 2011-2018,KURAZAI, 318.00 ,0
0023-911703,CUBIERTA LATERAL DE ESTRIBO IZQUIERDO,SURFER 2011-2018,KURAZAI, 321.00 ,0
0013-911202,CUBIERTA LATERAL DERECHA,SURFER 2011-2018,KURAZAI, 263.00 ,0
0013-911210,CUBIERTA LATERAL DERECHA,SURFER 2011-2018,KURAZAI, 321.00 ,80
0013-911716,CUBIERTA LATERAL DERECHA,SURFER 2011-2018,KURAZAI, 353.00 ,11
0013-911720,CUBIERTA LATERAL DERECHA,SURFER 2011-2018,KURAZAI, 428.00 ,47
0012-911202,CUBIERTA LATERAL IZQUIERDA,SURFER 2011-2018,KURAZAI, 318.00 ,0
0012-911210,CUBIERTA LATERAL IZQUIERDA,SURFER 2011-2018,KURAZAI, 372.00 ,30
0012-911716,CUBIERTA LATERAL IZQUIERDA,SURFER 2011-2018,KURAZAI, 428.00 ,16
0012-911720,CUBIERTA LATERAL IZQUIERDA,SURFER 2011-2018,KURAZAI, 428.00 ,19
0262-440700,CU�A DE CIGUENAL,SURFER 2011-2018,KURAZAI, 13.00 ,30
0057-911200,DIRECCIONAL DELANTERA DERECHA,SURFER 2011-2018,KURAZAI, 76.00 ,0
0056-911200,DIRECCIONAL DELANTERA IZQUIERDA,SURFER 2011-2018,KURAZAI, 76.00 ,0
0149-440700,DISCO DE IMPULSION,SURFER 2011-2018,KURAZAI, 263.00 ,0
0147-440700,DISCO DE IMPULSION MOVIL,SURFER 2011-2018,KURAZAI, 263.00 ,0
1204-440700,DISCOS DE IMPULSION COMPLETOS,SURFER 2011-2018,KURAZAI, 535.00 ,38
0153-440700,EJE DE ENGRANE DE REDUCCION,SURFER 2011-2018,KURAZAI, 213.00 ,52
0190-520900,EJE DELANTERO,SURFER 2011-2018,KURAZAI, 46.00 ,0
0040-530900,ELEMENTO INTERIOR DE FILTO DE AIRE,SURFER 2011-2018,KURAZAI, 74.00 ,0
0155-881000,EMBRAGUE DE ARRANQUE,SURFER 2011-2018,KURAZAI, 532.00 ,0
0780-891100,ENGRANE DE ARA�A DE VELOCIMETRO,SURFER 2011-2018,KURAZAI, 592.00 ,0
0135-500800,ENGRANE DE ARRANQUE COMPLETO,SURFER 2011-2018,KURAZAI, 187.00 ,32
0136-440700,ENGRANE DE BOMBA DE ACEITE,SURFER 2011-2018,KURAZAI, 64.00 ,18
0154-440700,ENGRANE DE EMBRAGUE DE ARRANQUE,SURFER 2011-2018,KURAZAI, 213.00 ,114
0152-440700,ENGRANE DE REDUCCION,SURFER 2011-2018,KURAZAI, 213.00 ,80
0163-440700,ENGRANE EXTERIOR DE TRANSMISION,SURFER 2011-2018,KURAZAI, 400.00 ,14
0143-440700,ENGRANE IMPULSO DE ARRANQUE,SURFER 2011-2018,KURAZAI, 64.00 ,15
0042-871010,ESCAPE DERECHO,SURFER 2011-2018,KURAZAI,1371,0
0043-380703,ESPEJO DERECHO,SURFER 2011-2018,KURAZAI, 160.00 ,101
0044-380703,ESPEJO IZQUIERDO,SURFER 2011-2018,KURAZAI, 160.00 ,62
0069-380700,ESTATOR,SURFER 2011-2018,KURAZAI, 684.00 ,65
0121-440700,FILTRO DE ACEITE,SURFER 2011-2018,KURAZAI, 107.00 ,0
0203-110500,FILTRO DE COMBUSTIBLE,SURFER 2011-2018,KURAZAI, 32.00 ,0
0161-440700,FLECHA EXTERNA DE TRANSMISION,SURFER 2011-2018,KURAZAI, 266.00 ,9
0160-440700,FLECHA INTERNA DE TRANSMISION,SURFER 2011-2018,KURAZAI, 307.00 ,219
0199-520900,FLOTADOR DE COMBUSTIBLE,SURFER 2011-2018,KURAZAI, 107.00 ,96
0055-500800,FOCO DE CUARTOS,SURFER 2011-2018,KURAZAI, 32.00 ,1
0059-040711,FOCO DE DIRECCIONALES,SURFER 2011-2018,KURAZAI, 23.00 ,0
0061-140700,FOCO DE FARO,SURFER 2011-2018,KURAZAI, 73.00 ,0
0064-040700,FOCO DE STOP,SURFER 2011-2018,KURAZAI, 10.00 ,0
0124-440703,GUIA DE CABLES DE ESTATOR,SURFER 2011-2018,KURAZAI, 19.00 ,2
0172-440703,GUIA DE CADENA DE LEVA INFERIOR,SURFER 2011-2018,KURAZAI, 75.00 ,116
0171-881003,GUIA DE CADENA DE LEVA SUPERIOR,SURFER 2011-2018,KURAZAI, 462.00 ,0
0910-440700,GUIA DE MANGUERA,SURFER 2011-2018,KURAZAI, 33.00 ,33
0074-140700,INYECTOR ELECTRONICO DE GASOLINA,SURFER 2011-2018,KURAZAI, 291.00 ,0
0150-140700,JUEGO DE ANILLOS DE PISTON,SURFER 2011-2018,KURAZAI, 233.00 ,120
0077-520900,JUEGO DE BALATAS DELANTERAS,SURFER 2011-2018,KURAZAI, 80.00 ,0
0145-440700,JUEGO DE CORREDERAS,SURFER 2011-2018,KURAZAI, 75.00 ,50
1608-140700,JUEGO DE PISTON COMPLETO,SURFER 2011-2018,KURAZAI, 371.00 ,0
0146-440700,JUEGO DE RODILLOS,SURFER 2011-2018,KURAZAI, 106.00 ,76
0092-520900,JUEGO DE SWITCH,SURFER 2011-2018,KURAZAI, 642.00 ,5
0945-110700,JUEGO DE TAZAS PARA YUGO,SURFER 2011-2018,KURAZAI, 372.00 ,51
1607-140700,JUEGO DE VALVULAS DE ADMISION Y ESCAPE,SURFER 2011-2018,KURAZAI, 514.00 ,0
0170-440700,JUNTA CENTRAL DE CARTER,SURFER 2011-2018,KURAZAI, 64.00 ,88
0115-140600,JUNTA DE CABEZA DE CILINDRO,SURFER 2011-2018,KURAZAI, 54.00 ,101
0159-440700,JUNTA DE CAJA DE TRANSMISION,SURFER 2011-2018,KURAZAI, 64.00 ,0
0113-140600,JUNTA DE CILINDRO,SURFER 2011-2018,KURAZAI, 64.00 ,221
0126-140700,JUNTA DE LA TAPA IZQUIERDA DE MOTOR,SURFER 2011-2018,KURAZAI, 43.00 ,191
0108-110500,JUNTA DE PIPETA,SURFER 2011-2018,KURAZAI, 13.00 ,0
0347-110500,JUNTA DE TAPA DE CABEZA,SURFER 2011-2018,KURAZAI, 86.00 ,82
0119-440700,JUNTA DE TAPA DERECHA DE CARTER,SURFER 2011-2018,KURAZAI, 53.00 ,0
0117-440700,JUNTA DE TENSOR,SURFER 2011-2018,KURAZAI, 25.00 ,46
0260-440700,KIT DE 2 SEGUROS DE PERNO DE PISTON,SURFER 2011-2018,KURAZAI, 4.00 ,678
0293-440700,KIT DE 2 SELLOS DE VALVULAS,SURFER 2011-2018,KURAZAI, 32.00 ,367
0464-440700,KIT DE PASTAS DE CLUTCH MOTONETA 150CC,SURFER 2011-2018,KURAZAI,1165,57
0776-520900,LEVA DE FRENO DELANTERO,SURFER 2011-2018,KURAZAI, 64.00 ,6
0197-520900,LEVA DE FRENO TRASERO,SURFER 2011-2018,KURAZAI, 64.00 ,14
2001-010311,LLANTA MMG 3.50-10 YX-P139,SURFER 2011-2018,KURAZAI, 646.00 ,0
0202-160600,LLAVE DE PASO DE COMBUSTIBLE,SURFER 2011-2018,KURAZAI, 107.00 ,23
0070-140700,MAGNETO,SURFER 2011-2018,KURAZAI, 593.00 ,35
0112-110500,MANGUERA DE RESPIRACION DE TAPA DE CABEZA,SURFER 2011-2018,KURAZAI, 76.00 ,84
0083-540903,MANIJA DERECHA,SURFER 2011-2018,KURAZAI, 105.00 ,0
0212-540903,MANIJA IZQUIERDA,SURFER 2011-2018,KURAZAI, 69.00 ,0
0231-911203,MANUBRIO,SURFER 2011-2018,KURAZAI, 374.00 ,0
0120-440703,MEDIDOR DE ACEITE,SURFER 2011-2018,KURAZAI, 43.00 ,29
0085-440700,MOTOR DE ARRANQUE,SURFER 2011-2018,KURAZAI, 635.00 ,14
0441-440700,ORING,SURFER 2011-2018,KURAZAI, 21.00 ,14
0179-110500,ORING ( 27X42X7 ),SURFER 2011-2018,KURAZAI, 32.00 ,243
0178-110500,ORING (198x30x5 ),SURFER 2011-2018,KURAZAI, 33.00 ,128
0178-110500,ORING (198x30x5 ),SURFER 2011-2018,KURAZAI, 33.00 ,128
0167-110500,ORING (20x32x6 ),SURFER 2011-2018,KURAZAI, 100.00 ,35
0438-440700,ORING DE MEDIDOR DE ACEITE,SURFER 2011-2018,KURAZAI, 8.00 ,0
0220-160600,PARADOR CENTRAL,SURFER 2011-2018,KURAZAI, 246.00 ,2
0222-911203,PARADOR LATERAL,SURFER 2011-2018,KURAZAI, 138.00 ,7
0004-911203,PARRILLA PORTA BULTOS,SURFER 2011-2018,KURAZAI, 321.00 ,0
0004-911202,PARRILLA PORTABULTOS,SURFER 2011-2018,KURAZAI, 321.00 ,12
0128-921203,PEDAL DE ARRANQUE,SURFER 2011-2018,KURAZAI, 160.00 ,0
0097-440700,PERNO DE BALANCIN DE VALVULA DE ADMISION,SURFER 2011-2018,KURAZAI, 64.00 ,23
0101-440700,PERNO DE BALANCIN DE VALVULA DE ESCAPE,SURFER 2011-2018,KURAZAI, 58.00 ,91
0948-500800,PERNO DE BOMBA DE ACEITE,SURFER 2011-2018,KURAZAI, 8.00 ,0
0782-520900,PERNO DE LEVA DE FRENO DELANTERO,SURFER 2011-2018,KURAZAI, 55.00 ,14
0195-520900,PERNO DE LEVA DE FRENO TRASERO,SURFER 2011-2018,KURAZAI, 53.00 ,9
0259-140700,PERNO DE PISTON,SURFER 2011-2018,KURAZAI, 64.00 ,52
0904-440700,PERNO GUIA 10mm X 16mm,SURFER 2011-2018,KURAZAI, 21.00 ,79
0904-440700,PERNO GUIA 10mm X 16mm,SURFER 2011-2018,KURAZAI, 21.00 ,79
0110-110500,PIPETA DE CARBURADOR,SURFER 2011-2018,KURAZAI, 134.00 ,55
0027-911203,PISO,SURFER 2011-2018,KURAZAI, 321.00 ,0
0261-140700,PISTON,SURFER 2011-2018,KURAZAI, 186.00 ,95
0144-440700,PLACA DE IMPULSO DEL PEDAL DE ARRANQUE,SURFER 2011-2018,KURAZAI, 53.00 ,31
0134-440700,PLACA DE RESORTE DE ABANICO DE ARRANQUE,SURFER 2011-2018,KURAZAI, 139.00 ,0
0912-440700,PLACA SUJETADORA DE CABLES,SURFER 2011-2018,KURAZAI, 21.00 ,12
0099-440700,PLATO DE POSICION,SURFER 2011-2018,KURAZAI, 32.00 ,149
0133-881000,PRIMER BUJE DE ABANICO DE ARRANQUE,SURFER 2011-2018,KURAZAI, 25.00 ,0
0407-871010,PROTECTOR DE ESCAPE,SURFER 2011-2018,KURAZAI, 158.00 ,0
0094-520903,PU�O DERECHO,SURFER 2011-2018,KURAZAI, 74.00 ,0
0093-520903,PU�O IZQUIERDO,SURFER 2011-2018,KURAZAI, 64.00 ,94
0033-110502,REFLEJANTE RECTANGULAR,SURFER 2011-2018,KURAZAI, 67.00 ,1264
0253-160604,REFLEJANTE REDONDO DE 6 DIVISIONES,SURFER 2011-2018,KURAZAI, 25.00 ,0
0253-160602,REFLEJANTE REDONDO DE 6 DIVISIONES,SURFER 2011-2018,KURAZAI, 32.00 ,0
0088-530900,REGULADOR DE VOLTAJE,SURFER 2011-2018,KURAZAI, 500.00 ,0
1386-911203,REJILLA DE CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 212.00 ,0
1386-911703,REJILLA DE CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 214.00 ,19
0272-911203,REJILLA FRONTAL DERECHA,SURFER 2011-2018,KURAZAI, 85.00 ,0
0271-911203,REJILLA FRONTAL IZQUIERDA,SURFER 2011-2018,KURAZAI, 85.00 ,0
0090-110500,RELAY DE ARRANQUE,SURFER 2011-2018,KURAZAI, 159.00 ,174
0089-110500,RELAY DE INTERMITENTES CONECTOR DE 2 CABLES,SURFER 2011-2018,KURAZAI, 96.00 ,161
0131-440700,RESORTE DE ABANICO DE ARRANQUE,SURFER 2011-2018,KURAZAI, 41.00 ,46
0122-440700,RESORTE DE FILTRO DE ACEITE,SURFER 2011-2018,KURAZAI, 19.00 ,39
0223-520900,RESORTE DE PARADOR LATERAL,SURFER 2011-2018,KURAZAI, 70.00 ,23
0107-440700,RESORTE EXTERIOR DE VALVULAS,SURFER 2011-2018,KURAZAI, 41.00 ,261
0106-440700,RESORTE INTERIOR DE VALVULAS,SURFER 2011-2018,KURAZAI, 41.00 ,255
0777-350700,RESORTE LEVA FRENO DELANTERO,SURFER 2011-2018,KURAZAI, 86.00 ,0
0908-440700,RETEN,SURFER 2011-2018,KURAZAI, 64.00 ,12
1166-520900,RETEN  40 X 51 X 5,SURFER 2011-2018,KURAZAI, 64.00 ,0
0185-520903A,RIN DELANTERO COMPLETO,SURFER 2011-2018,KURAZAI, 923.00 ,0
0191-520903A,RIN TRASERO COMPLETO,SURFER 2011-2018,KURAZAI, 953.00 ,0
0977-440700,RONDANA DE RESORTE EXTERIOR DE VALVULA,SURFER 2011-2018,KURAZAI, 23.00 ,331
0011-520903,SALPICADERA DELANTERA,SURFER 2011-2018,KURAZAI, 316.00 ,0
0011-911110,SALPICADERA DELANTERA,SURFER 2011-2018,KURAZAI, 318.00 ,0
0011-911720,SALPICADERA DELANTERA,SURFER 2011-2018,KURAZAI, 321.00 ,0
0011-911716,SALPICADERA DELANTERA,SURFER 2011-2018,KURAZAI, 321.00 ,2
0029-911203,SALPICADERA TRASERA,SURFER 2011-2018,KURAZAI, 135.00 ,0
0575-440700,SEGURO DE VALVULAS,SURFER 2011-2018,KURAZAI, 25.00 ,316
0139-440700,SEPARADOR DE BOMBA DE ACEITE,SURFER 2011-2018,KURAZAI, 43.00 ,6
0109-440703,SEPARADOR DE CABEZA DE PIPETA DE CARBURADOR,SURFER 2011-2018,KURAZAI, 19.00 ,0
1133-540903,SOPORTE CON MANIJA DERECHA,SURFER 2011-2018,KURAZAI, 214.00 ,49
0906-540903,SOPORTE CON MANIJA IZQUIERDA,SURFER 2011-2018,KURAZAI, 214.00 ,90
0774-520903,SOPORTE DE BALATAS DELANTERO,SURFER 2011-2018,KURAZAI, 334.00 ,90
1160-911203,SOPORTE DE CHAPA DE ASIENTO,SURFER 2011-2018,KURAZAI, 64.00 ,16
0022-520903,SOPORTE DE CUBIERTA CENTRAL,SURFER 2011-2018,KURAZAI, 24.00 ,0
0227-911203,SOPORTE DE MOTOR,SURFER 2011-2018,KURAZAI, 263.00 ,0
0032-520903,SOPORTE DE PLACA,SURFER 2011-2018,KURAZAI, 96.00 ,53
0333-911203,SOPORTE DE SALPICADERA DELANTERA,SURFER 2011-2018,KURAZAI, 160.00 ,19
0100-440700,SUJETADOR DE ARBOL DE LEVAS,SURFER 2011-2018,KURAZAI, 280.00 ,86
0048-911203,TABLERO COMPLETO,SURFER 2011-2018,KURAZAI, 798.00 ,99
0198-520903,TANQUE DE COMBUSTIBLE,SURFER 2011-2018,KURAZAI, 428.00 ,0
0028-911203,TAPA DE BATERIA,SURFER 2011-2018,KURAZAI, 96.00 ,57
0111-110500,TAPA DE CABEZA DE CILINDRO,SURFER 2011-2018,KURAZAI, 232.00 ,37
0019-811003,TAPA DE NUMERO VIN,SURFER 2011-2018,KURAZAI, 64.00 ,5
0125-871003,TAPA DE POLEAS,SURFER 2011-2018,KURAZAI,1059,13
0254-911203,TAPA DE PURGADOR,SURFER 2011-2018,KURAZAI, 64.00 ,88
0254-911210,TAPA DE PURGADOR,SURFER 2011-2018,KURAZAI, 64.00 ,114
0254-911729,TAPA DE PURGADOR,SURFER 2011-2018,KURAZAI, 64.00 ,12
0254-911701,TAPA DE PURGADOR,SURFER 2011-2018,KURAZAI, 64.00 ,21
0035-500803,TAPA DE VENTILADOR,SURFER 2011-2018,KURAZAI, 96.00 ,1
0305-911701,TAPA DECORATIVA DE CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 287.00 ,39
0305-911729,TAPA DECORATIVA DE CUBIERTA FRONTAL,SURFER 2011-2018,KURAZAI, 289.00 ,10
0003-911203,TAPA INTERIOR DE CAJA DE EQUIPAJE,SURFER 2011-2018,KURAZAI, 134.00 ,92
0016-911203,TAPA UNION DE CUBIERTAS LATERALES,SURFER 2011-2018,KURAZAI, 160.00 ,21
0267-911203,TAPA UNION INFERIOR DE CUBIERTAS LATERALES,SURFER 2011-2018,KURAZAI, 107.00 ,55
0274-911203,TAPETE DE PISO,SURFER 2011-2018,KURAZAI, 134.00 ,297
0123-440700,TAPON DE DRENADO,SURFER 2011-2018,KURAZAI, 53.00 ,30
0201-520900,TAPON DE TANQUE DE COMBUSTIBLE,SURFER 2011-2018,KURAZAI, 133.00 ,0
0116-440700,TENSOR DE CADENA,SURFER 2011-2018,KURAZAI, 214.00 ,27
0907-440700,TORNILLO DE GUIA DE CADENA,SURFER 2011-2018,KURAZAI, 70.00 ,75
0184-440700,TUBO DE RESPIRACION DE TRANSMISION,SURFER 2011-2018,KURAZAI, 25.00 ,0
0236-871000,TUERCA DE YUGO,SURFER 2011-2018,KURAZAI, 43.00 ,24
0087-110500,UNIDAD DE C.D.I.,SURFER 2011-2018,KURAZAI, 254.00 ,41
0060-911200,UNIDAD DE FARO,SURFER 2011-2018,KURAZAI, 428.00 ,37
0063-911200,UNIDAD DE STOP,SURFER 2011-2018,KURAZAI, 374.00 ,0
0103-140700,VALVULA DE ADMISION,SURFER 2011-2018,KURAZAI, 150.00 ,28
0104-140700,VALVULA DE ESCAPE,SURFER 2011-2018,KURAZAI, 137.00 ,57
0034-440700,VENTILADOR DE ENFRIAMIENTO,SURFER 2011-2018,KURAZAI, 96.00 ,25
0224-911203,YUGO DE DIRECCION,SURFER 2011-2018,KURAZAI, 855.00 ,0
0129-110500,ABANICO DE ARRANQUE,SURFER CITY,KURAZAI, 133.00 ,0
1134-911200,ABANICO DE ARRANQUE COMPLETO,SURFER CITY,KURAZAI, 372.00 ,3
1151-320800,ABRAZADERA DE PIPETA DE CARBURADOR,SURFER CITY,KURAZAI, 25.00 ,0
0268-K91903,ALOJAMIENTO DE ACELERADOR,SURFER CITY,KURAZAI, 64.00 ,31
0005-K91903,ALOJAMIENTO DE VELOCIMETRO,SURFER CITY,KURAZAI, 257.00 ,38
0084-K91904,AMORTIGUADOR TRASERO,SURFER CITY,KURAZAI, 535.00 ,19
0084-K91911,AMORTIGUADOR TRASERO,SURFER CITY,KURAZAI, 535.00 ,17
0132-440700,ARANDELA DE ABANICO DE ARRANQUE,SURFER CITY,KURAZAI, 13.00 ,0
0105-440700,ARBOL DE LEVAS,SURFER CITY,KURAZAI, 532.00 ,34
0761-921200,ARNES DE DIRECCIONAL DERECHA DELANTERA,SURFER CITY,KURAZAI, 43.00 ,33
0513-K91900,ARNES DE FARO,SURFER CITY,KURAZAI, 139.00 ,0
0750-K91900,ARNES DE STOP,SURFER CITY,KURAZAI, 139.00 ,13
0278-K91900,ARNES DE TABLERO,SURFER CITY,KURAZAI, 96.00 ,29
0086-K91900,ARNES PRINCIPAL,SURFER CITY,KURAZAI, 962.00 ,17
0001-K91917,ASIENTO,SURFER CITY,KURAZAI, 953.00 ,19
0001-K91923,ASIENTO,SURFER CITY,KURAZAI, 953.00 ,19
0574-440700,ASIENTO SUPERIOR DE RESORTE DE VALVULA,SURFER CITY,KURAZAI, 25.00 ,402
1266-440700,BALANCIN,SURFER CITY,KURAZAI, 100.00 ,35
0183-110500,BALERO 6002,SURFER CITY,KURAZAI, 53.00 ,0
0181-110500,BALERO 6004 CERRADO,SURFER CITY,KURAZAI, 133.00 ,0
0182-110500,BALERO 6301,SURFER CITY,KURAZAI, 43.00 ,0
0165-110500,BALERO ABIERTO 6202,SURFER CITY,KURAZAI, 53.00 ,36
0166-110500,BALERO ABIERTO 6203,SURFER CITY,KURAZAI, 95.00 ,36
0164-110500,BALERO ABIERTO 6204,SURFER CITY,KURAZAI, 64.00 ,109
0142-140700,BANDA DE IMPULSO DE CLUTCH,SURFER CITY,KURAZAI, 347.00 ,33
0225-K91903,BARRA DE SUSPENSION DELANTERA DERECHA,SURFER CITY,KURAZAI,1006,3
0226-K91903,BARRA DE SUSPENSION DELANTERA IZQUIERDA,SURFER CITY,KURAZAI,1006,0
2000-190600,BATERIA MMG YTX7A-BS (GEL),SURFER CITY,KURAZAI, 868.00 ,0
1149-320800,BIRLO DE CABEZA DE ESCAPE,SURFER CITY,KURAZAI, 19.00 ,95
1148-320800,BIRLO DE CABEZA DE PIPETA,SURFER CITY,KURAZAI, 21.00 ,315
0175-440700,BIRLO PRISIONERO DE CARTER DERECHO,SURFER CITY,KURAZAI, 25.00 ,62
0174-440700,BIRLO PRISIONERO DE CARTER IZQUIERDO,SURFER CITY,KURAZAI, 26.00 ,47
0091-110500,BOBINA DE IGNICION,SURFER CITY,KURAZAI, 128.00 ,242
0207-110500,BOCINA DE CLAXON,SURFER CITY,KURAZAI, 105.00 ,0
0567-K91900,BOLSA CON HERRAMIENTA,SURFER CITY,KURAZAI, 192.00 ,64
0138-440700,BOMBA ACEITE COMPLETA,SURFER CITY,KURAZAI, 507.00 ,49
0187-110500,BOQUILLA DE AIRE,SURFER CITY,KURAZAI, 318.00 ,36
0176-110500,BUJE DE CILINDRO,SURFER CITY,KURAZAI, 132.00 ,38
0176-110500,BUJE DE CILINDRO,SURFER CITY,KURAZAI, 132.00 ,38
0176-110500,BUJE DE CILINDRO,SURFER CITY,KURAZAI, 132.00 ,38
0148-440700,BUJE DE DISCO DE IMPULSION,SURFER CITY,KURAZAI, 33.00 ,33
0180-440700,BUJE DE GOMA PARA SUJECION DE AMORTIGUADOR,SURFER CITY,KURAZAI, 41.00 ,26
0177-440700,BUJE DE GOMA PARA SUJECION DE MOTOR,SURFER CITY,KURAZAI, 41.00 ,30
0598-K91900,BUJE DE LLANTA DELANTERA,SURFER CITY,KURAZAI, 43.00 ,24
0130-440700,BUJE FINAL DE ABANICO DE ARRANQUE,SURFER CITY,KURAZAI, 40.00 ,0
0102-110500,BUJIA 7,SURFER CITY,KURAZAI, 40.00 ,0
0096-140700,CABEZA DE CILINDRO,SURFER CITY,KURAZAI, 834.00 ,25
0173-440700,CADENA DE DISTRIBUCION DE LEVA,SURFER CITY,KURAZAI, 180.00 ,182
0137-440700,CADENA DE IMPULSO DE BOMBA  ACEITE,SURFER CITY,KURAZAI, 160.00 ,54
0002-K91903,CAJA DE EQUIPAJE,SURFER CITY,KURAZAI, 278.00 ,45
0158-440700,CAJA DE TRANSMISION,SURFER CITY,KURAZAI, 532.00 ,21
0017-K91903,CAJA DELANTERA,SURFER CITY,KURAZAI, 371.00 ,36
0408-K91900,CAPUCHON DE BUJIA,SURFER CITY,KURAZAI, 75.00 ,46
0169-140700,CARTER DERECHO DE MOTOR,SURFER CITY,KURAZAI, 953.00 ,0
0168-140700,CARTER IZQUIERDO DE MOTOR,SURFER CITY,KURAZAI,1747,5
0238-K91900,CHAPA DE ASIENTO,SURFER CITY,KURAZAI, 96.00 ,0
0209-K91900,CHICOTE DE ACELERADOR,SURFER CITY,KURAZAI, 128.00 ,124
0289-K91900,CHICOTE DE CHAPA DE ASIENTO,SURFER CITY,KURAZAI, 43.00 ,26
0208-K91900,CHICOTE DE FRENO TRASERO,SURFER CITY,KURAZAI, 128.00 ,32
0287-K91900,CHICOTE DE VELOCIMETRO,SURFER CITY,KURAZAI, 96.00 ,105
0151-440700,CIGUE�AL COMPLETO,SURFER CITY,KURAZAI,1692,26
0114-140700,CILINDRO,SURFER CITY,KURAZAI, 749.00 ,16
0141-440700,CLUTCH CENTRIFUGO COMPLETO,SURFER CITY,KURAZAI,1334,89
0039-K91900,COMPARTIMIENTO DE FILTRO DE AIRE,SURFER CITY,KURAZAI, 471.00 ,3
1432-K91903,COMPLEMENTO DE CAJA DELANTERA,SURFER CITY,KURAZAI, 86.00 ,30
0540-K91903,COMPLEMENTO DE SALPICADERA TRASERA INFERIOR,SURFER CITY,KURAZAI, 114.00 ,31
0162-440700,CONTRA FLECHA,SURFER CITY,KURAZAI, 266.00 ,25
0237-110700,CONTRA TUERCA DE YUGO,SURFER CITY,KURAZAI, 40.00 ,0
0230-K91903,CUADRO/CHASIS,SURFER CITY,KURAZAI,3850,0
0020-K91903,CUBIERTA CENTRAL DE ASIENTO,SURFER CITY,KURAZAI, 160.00 ,14
1341-K91903,CUBIERTA DE TANQUE DE GASOLINA,SURFER CITY,KURAZAI, 64.00 ,30
0035-K71703,CUBIERTA DE VENTILADOR,SURFER CITY,KURAZAI, 64.00 ,4
0118-500800,CUBIERTA DERECHA DEL CARTER MOTOR,SURFER CITY,KURAZAI, 798.00 ,3
0009-K91924,CUBIERTA FRONTAL,SURFER CITY,KURAZAI, 855.00 ,29
0009-K91902,CUBIERTA FRONTAL,SURFER CITY,KURAZAI, 855.00 ,37
0006-K91902,CUBIERTA FRONTAL DE MANUBRIO,SURFER CITY,KURAZAI, 642.00 ,28
0006-K91924,CUBIERTA FRONTAL DE MANUBRIO,SURFER CITY,KURAZAI, 642.00 ,12
0270-K91903,CUBIERTA FRONTAL INFERIOR,SURFER CITY,KURAZAI, 428.00 ,50
1353-K91903,CUBIERTA FRONTAL INTERIOR,SURFER CITY,KURAZAI, 160.00 ,0
